ID	姓名	武力	智力	统御	攻击速度	移动速度	攻击距离	攻击范围	资源ID	体积	技能特效	技能缩放比例	品质	阵营ID	武将类型	人物描述	阵型ID	阵型	缘分ID	分解获得基础铜钱数	头像	卡牌	卡牌1	卡牌2	卡牌3	卡牌4	卡牌5	卡牌6	卡牌7	卡牌8	卡牌9	卡牌10	剧情对话头像	声效	偏将加成	空行
78	趙雲	110	88	95	1	95	140	300	zhaoyun_plist	50	ziyun_plist		5	1	30001	蜀漢名將，渾身是膽。趙雲早年跟隨公孫瓚，後追隨先主劉備，後主劉禪，被譽為虎威將軍，一生鮮有敗績。	2	ArmyFormation/gouxingzhen.tmx	40001	5000	heroHead/50005.png	heroCard/40005.png												sound/skillRelasebefor/zhaoyun/zhaoyun.mp3	0.12	
79	諸葛亮	79	112	107	1	85	400	400	zhugeliang_plist	50	jianshu_plist		5	1	30003	《隆中對》定下天下三分之計，七星壇借來火燒赤壁之風。神機妙算，空城計嚇退司馬百萬雄兵。武侯，智謀無雙。	1	ArmyFormation/changshezhen.tmx	40011	5000	heroHead/50006.png	heroCard/40006.png												sound/skillRelasebefor/zhugeliang/zhugeliang.mp3	0.12	
80	孫尚香	91	93	89	1	95	400	300	shunshangxiang_plist	50	moyun_plist		5	2	30003	周瑜定下的計謀，結果假婚成真姻。孫尚香和劉備結為連理後，在劉備被軟禁期間，幫助劉備冷箭不放，智回荊州。	4	ArmyFormation/heyizhen.tmx	40013	5000	heroHead/50008.png	heroCard/40008.png											Dialogue/sunshangxiang.png	sound/skillRelasebefor/sunshangxiang/sunshangxiang.mp3	0.12	
81	姜維	96	99	96	1	95	400	300	liubei_plist	50	mozhua_plist		5	1	30002	諸葛亮北伐時期收降，並親授薑維《兵書二十四篇》。薑維蜀漢後期的大將軍，守衛蜀漢的安全，後隨後主劉禪投降。	3	ArmyFormation/yanxingzhen.tmx	40015	2000	heroHead/50081.png	heroCard/40081.png												sound/skillRelasebefor/tongyongnan/tongyongnan5.mp3	0.12	
82	諸葛果	76	98	96	1	85	400	400	huangyueyin_plist	50	mozhua_plist		5	1	30002	諸葛亮與黃月英的女兒。相傳，諸葛果在成都避戰亂，最終修成仙道，羽化升天。	4	ArmyFormation/yuanxingzhen.tmx	40019	2000	heroHead/50014.png	heroCard/40014.png												sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.12	
83	龐統	77	109	100	1	85	400	400	simayi_plist	50	mozhua_plist		5	1	30002	龐統，臥龍鳳雛中的鳳雛，入曹營獻連環計，終實現火燒赤壁，大敗曹軍。後助劉備收服劉璋，佔據巴蜀之地。	4	ArmyFormation/yuanxingzhen.tmx	40020	2000	heroHead/50015.png	heroCard/40015.png												sound/skillRelasebefor/tongyongnan/tongyongnan2.mp3	0.12	
84	黃忠	106	82	89	1	100	140	300	xiahoudun_plist	50	ziyun_plist		5	1	30001	黃忠自同魏延投靠劉備後，屢立戰功。他常先登陷陣，勇毅冠三軍。定軍山一戰大顯神威，擊敗魏國名將夏侯淵。	1	ArmyFormation/zhuixingzhen.tmx	40021	2000	heroHead/50016.png	heroCard/40016.png												sound/skillRelasebefor/tongyongnan/tongyongnan2.mp3	0.12	
85	董卓	101	71	100	1	95	140	300	dongzuo_plist	50	ziyun_plist		5	4	30001	混世魔王，倒行逆施，國家制度朝令夕改，嚴重阻礙了整個國家政權機器的正常運轉。製造火燒洛陽的慘案。	6	ArmyFormation/zhuixingzhen.tmx	40002	5000	heroHead/50023.png	heroCard/40023.png												sound/skillRelasebefor/dongzhuo/dongzhuo.mp3	0.12	
86	呂布	115	78	98	1	100	140	300	lvbu_plist	50	ziyun_plist		5	4	30001	馬中赤兔，人中呂布。天下無雙的猛將，力戰三英，一支方天畫戟無人可敵。為救劉備於水火，轅門射戟，威震三軍。	6	ArmyFormation/zhuixingzhen.tmx	40003	5000	heroHead/50024.png	heroCard/40024.png											Dialogue/lvbu.png	sound/skillRelasebefor/lvbu/lvbu.mp3	0.12	
87	貂蟬	89	103	87	1	85	400	300	diaocan_plist	50	moyun_plist		5	4	30003	為報答義父的恩情，施展美人計，後弑殺董卓，同呂布終成眷屬。閉月羞花中的閉月，中國四大美女之一。	1	ArmyFormation/changshezhen.tmx	40004	5000	heroHead/50025.png	heroCard/40025.png												sound/skillRelasebefor/diaochan/diaochan.mp3	0.12	
88	張角	73	111	108	1	85	400	400	sunquan_plist	50	mozhua_plist		5	4	30002	張角太平道的創始人，自稱大賢良師，發動漢末時期最大規模的起義，曾多次與皇甫嵩交戰，各有勝負。	1	ArmyFormation/changshezhen.tmx	40028	5000	heroHead/50026.png	heroCard/40026.png											Dialogue/zhangjiao.png	sound/skillRelasebefor/zhangjiao/zhangjiao.mp3	0.12	
89	蔡文姬	76	99	85	1	85	400	300	zhengmi_plist	50	huangbao_plist		5	4	30004	蔡邕之女，精於天文數理，博學能文，又善詩賦，兼長辯才與音律。後遠嫁匈奴左賢王，曹操做丞相時贖回。	4	ArmyFormation/yuanxingzhen.tmx	40030	5000	heroHead/50028.png	heroCard/40028.png												sound/skillRelasebefor/caiwenji/caiwenji.mp3	0.12	
90	呂玲綺	108	81	88	1	100	140	300	diaocan_plist	50	ziyun_plist		5	4	30001	呂布之女，雖不及父親勇猛，但也是千人敵。絕色無雙，頭戴鳳冠，於萬軍中依舊來去自如。	2	ArmyFormation/gouxingzhen.tmx	40031	5000	heroHead/50029.png	heroCard/40029.png											Dialogue/lvlingqi.png	sound/skillRelasebefor/lvlingqi/lvlingqi.mp3	0.12	
91	華佗	69	108	81	1	85	400	300	liubei_plist	50	huangbao_plist		5	4	30004	神醫華佗，麻沸散和五禽戲的創造者。三國第一醫師，曾為關羽刮骨療毒，為曹操治療頭風。	1	ArmyFormation/changshezhen.tmx	40032	5000	heroHead/50030.png	heroCard/40030.png												sound/skillRelasebefor/huatuo/huatuo.mp3	0.12	
92	祝融	89	96	83	1	100	400	300	huangyueyin_plist	50	xuanwo_plist		5	4	30002	蠻王孟獲之妻，火神後裔。祝融隨蠻王共同統治南中之地，愛民如子，受百姓愛戴。	6	ArmyFormation/zhuixingzhen.tmx	40037	2000	heroHead/50035.png	heroCard/40035.png												sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.12	
93	曹操	89	89	99	1	95	400	300	chaochao_plist	50	mozhua_plist		5	3	30002	三國有名的軍事家，政治家，文學家，統一中國北方，並實行一系列政策恢復經濟生產和社會秩序，奠定了曹魏立國的基礎。	4	ArmyFormation/heyizhen.tmx	40047	5000	heroHead/50045.png	heroCard/40045.png											Dialogue/caocao.png	sound/skillRelasebefor/caocao/caocao.mp3	0.12	
94	司馬懿	81	110	102	1	85	400	400	simayi_plist	50	mozhua_plist		5	3	30002	司馬懿輔佐了魏國四代的托孤輔政之重臣，後期成為掌控魏國朝政的權臣。一生中多次與諸葛亮對陣，各有勝敗。	4	ArmyFormation/yuanxingzhen.tmx	40048	5000	heroHead/50046.png	heroCard/40046.png												sound/skillRelasebefor/simayi/simayi.mp3	0.12	
95	甄姬	83	107	89	1	95	400	400	zhengmi_plist	50	mozhua_plist		5	3	30002	文昭甄皇后少時就懂救濟鄉里，後先後嫁給袁熙，曹丕，孝順婆婆，著有詩歌《塘上行》。	4	ArmyFormation/yanxingzhen.tmx	40049	5000	heroHead/50047.png	heroCard/40047.png												sound/skillRelasebefor/zhengji/zhengji.mp3	0.12	
96	夏侯惇	104	79	90	1	100	140	300	xiahoudun_plist	50	ziyun_plist		5	3	30001	夏侯惇好學、專師，雖身在軍旅，但也會親自迎接老師來講學。為人剛烈，但生性儉樸，一生淡泊，有多餘家財便會分及部下。	6	ArmyFormation/zhuixingzhen.tmx	40050	5000	heroHead/50048.png	heroCard/40048.png												sound/skillRelasebefor/xiahoudun/xiahoudun.mp3	0.12	
97	張遼	106	89	97	1	95	140	300	zhaoyun_plist	50	ziyun_plist		5	3	30001	五子良將之首，合肥之戰率領八百人偷襲孫權，所向披靡，斬殺孫權兩員大將。一生皆在馬上度過，為曹操統一北方立下汗馬功勞。	1	ArmyFormation/changshezhen.tmx	40051	5000	heroHead/50049.png	heroCard/40049.png												sound/skillRelasebefor/zhangliao/zhangliao.mp3	0.12	
98	司馬昭	78	100	96	1	95	400	300	liubei_plist	50	mozhua_plist		5	3	30002	司馬昭西晉王朝的奠基人，朝廷四方皆為之效死，魏文帝曹髦刺殺司馬昭，反被斬殺。	5	ArmyFormation/heyizhen.tmx	40057	2000	heroHead/50055.png	heroCard/40055.png												sound/skillRelasebefor/tongyongnan/tongyongnan6.mp3	0.12	
99	鄧艾	101	81	91	1	95	400	300	simayi_plist	50	moyun_plist		5	3	30003	鄧艾得司馬懿舉薦，為曹魏後期的政治穩定起到至關重要的作用，後偷渡陰平，逼降蜀漢皇帝劉禪。	3	ArmyFormation/yanxingzhen.tmx	40058	2000	heroHead/50056.png	heroCard/40056.png												sound/skillRelasebefor/tongyongnan/tongyongnan6.mp3	0.12	
100	張春華	69	97	85	1	85	400	400	zhengmi_plist	50	huangbao_plist		5	3	30004	司馬懿之妻，其人當機立斷，性格剛直，智慧見識過人。育有三子，司馬師，司馬昭，司馬幹皆是文武全才。	1	ArmyFormation/changshezhen.tmx	40059	2000	heroHead/50057.png	heroCard/40057.png												sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.12	
101	夏侯淵	105	78	94	1	100	140	300	xiahoudun_plist	50	ziyun_plist		5	3	30001	夏侯淵是一位非常出色的軍事將領，擅長打運動戰，興固之戰以少勝多擊敗韓遂。涼州各族的族長見之喪膽。	1	ArmyFormation/gouxingzhen.tmx	40062	2000	heroHead/50060.png	heroCard/40060.png												sound/skillRelasebefor/tongyongnan/tongyongnan6.mp3	0.12	
102	荀攸	69	98	91	1	95	400	300	sunquan_plist	50	moyun_plist		5	3	30003	荀攸多謀深算，心思縝密，明智而能保守機密，自從隨曹操四處征戰，常常運籌帷幄，助曹操勝強大的袁紹於官渡。	3	ArmyFormation/heyizhen.tmx	40063	500	heroHead/50061.png	heroCard/40061.png												sound/skillRelasebefor/tongyongnan/tongyongnan5.mp3	0.12	
103	荀彧	76	97	88	1	85	400	400	simayi_plist	50	mozhua_plist		5	3	30002	荀家八龍之一，為曹操舉薦郭嘉，陳群、杜畿、司馬懿，等名士，後都成為魏國重臣。	3	ArmyFormation/changshezhen.tmx	40064	500	heroHead/50062.png	heroCard/40062.png												sound/skillRelasebefor/tongyongnan/tongyongnan3.mp3	0.12	
104	賈詡	76	113	100	1	85	400	400	sunquan_plist	50	mozhua_plist		5	3	30002	賈詡智謀天下無雙，董卓死後，為李催，郭汜獻計成功趕走呂布。後賈詡投降曹魏後，使用離間計搞垮馬超和韓遂軍團。	3	ArmyFormation/changshezhen.tmx	40067	500	heroHead/50065.png	heroCard/40065.png												sound/skillRelasebefor/tongyongnan/tongyongnan2.mp3	0.12	
105	孫權	83	88	93	1	95	400	300	sunquan_plist	50	moyun_plist		5	2	30003	吳大帝孫權，兄長孫策被行刺後，統領江東。吳國與魏國對立時，毅然選擇和劉備同盟，發動赤壁之戰。	1	ArmyFormation/yanxingzhen.tmx	40069	5000	heroHead/50067.png	heroCard/40067.png												sound/skillRelasebefor/sunquan/sunquan.mp3	0.12	
106	孫策	106	81	101	1	100	140	300	ganling_plist	50	ziyun_plist		5	2	30001	孫策跟隨袁術屢屢受挫，後用玉璽借來袁術精兵，橫掃吳會，成就一番自己的事業。	2	ArmyFormation/gouxingzhen.tmx	40070	5000	heroHead/50068.png	heroCard/40068.png												sound/skillRelasebefor/tongyongnan/tongyongnan4.mp3	0.12	
107	甘寧	104	81	96	1	95	140	300	ganling_plist	50	ziyun_plist		5	2	30001	甘寧“少有氣力，好遊俠”。曾濡須口夜襲曹營，合肥大戰持雙戟斷後，立下赫赫戰功。他被孫權譽為吳國可與張遼匹敵之人。	5	ArmyFormation/heyizhen.tmx	40005	5000	heroHead/50069.png	heroCard/40069.png												sound/skillRelasebefor/ganning/ganning.mp3	0.12	
108	太史慈	103	79	94	1	100	140	300	zhaoyun_plist	50	ziyun_plist		5	2	30001	太史慈為救北海孔融，隻身一人去找劉備做援軍。後原為劉繇部下，被孫策收降，射術是史上有名的。	6	ArmyFormation/zhuixingzhen.tmx	40071	5000	heroHead/50070.png	heroCard/40070.png												sound/skillRelasebefor/taishici/taishici.mp3	0.12	
109	周瑜	87	107	102	1	85	400	400	zhouyu_plist	50	huoyan_plist		5	2	30002	有美周郎的美譽，吳國重臣，演繹一場大火，染紅赤壁，奠定三分天下的基礎。真是世間豪傑英雄士、江左風流美丈夫。	4	ArmyFormation/changshezhen.tmx	40006	5000	heroHead/50071.png	heroCard/40071.png												sound/skillRelasebefor/zhouyu/zhouyu.mp3	0.12	
110	大喬	82	98	91	1	85	400	300	zhengmi_plist	50	huangbao_plist		5	2	30004	大喬知書達禮，通音律，曉詩文，尤其女紅一事更是名聞遐邇。後嫁給江東“小霸王”孫策。	1	ArmyFormation/changshezhen.tmx	40072	5000	heroHead/50052.png	heroCard/40052.png												sound/skillRelasebefor/daxiaoqiao/qiao.mp3	0.12	
111	小喬	81	99	93	1	85	400	300	zhengmi_plist	50	huangbao_plist		5	2	30004	小喬國色流離，資貌絕倫，追隨周瑜，真是兩情相愜，恩愛纏綿。	4	ArmyFormation/yuanxingzhen.tmx	40073	5000	heroHead/50072.png	heroCard/40072.png												sound/skillRelasebefor/daxiaoqiao/qiao.mp3	0.12	
112	呂蒙	102	84	99	1	95	140	400	ganling_plist	50	ziyun_plist		5	2	30001	呂蒙跟隨周瑜、程普等人在赤壁大破曹操。白衣渡江，荊州一戰，勝關羽，大大擴大江東版圖。	6	ArmyFormation/heyizhen.tmx	40074	5000	heroHead/50074.png	heroCard/40074.png												sound/skillRelasebefor/lvmeng/lvmeng.mp3	0.12	
113	孫堅	101	71	89	1	95	140	300	zhaoyun_plist	50	ziyun_plist		5	2	30001	孫堅容貌不凡，性闊達，好奇節，漢末群雄之一。十八路諸侯討伐董卓時，兵威進洛，重挫董卓，呂布。	5	ArmyFormation/heyizhen.tmx	40077	2000	heroHead/50077.png	heroCard/40077.png											Dialogue/sunjian.png	sound/skillRelasebefor/tongyongnan/tongyongnan4.mp3	0.12	
114	貂蟬(幻）	103	113	126	1	85	400	300	diaocan_plist	50	moyun_plist		6	4	30003	幻化貂蟬乃三國第一美女，擅長攻心計和使用魅惑之術，同呂布歸隱時被張角所擒淪為魔將。	1	ArmyFormation/changshezhen.tmx	40089	5000	heroHead/60114.png	heroCard/11460.png	heroCard/11461.png	heroCard/11462.png	heroCard/11463.png	heroCard/11464.png	heroCard/11465.png	heroCard/11466.png	heroCard/11467.png	heroCard/11467.png	heroCard/11467.png	heroCard/11467.png		sound/skillRelasebefor/diaochan/diaochan.mp3	0.15	
115	祝融(幻)	116	105	118	1	100	400	300	huangyueyin_plist	50	xuanwo_plist		6	4	30002	幻化祝融乃火神後裔，傳承烈焰之力，擅長絕地反擊，天命之子座七將之一。	6	ArmyFormation/zhuixingzhen.tmx	40090	2000	heroHead/60115.png	heroCard/11560.png	heroCard/11561.png	heroCard/11562.png	heroCard/11563.png	heroCard/11564.png	heroCard/11565.png	heroCard/11566.png	heroCard/11567.png	heroCard/11567.png	heroCard/11567.png	heroCard/11567.png		sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.15	
116	小喬(幻)	103	120	115	1	85	400	300	zhengmi_plist	50	huangbao_plist		6	2	30004	幻化小喬乃三國四大美人之一，有東吳貂蟬之稱，擅長使用治療之術，追隨公瑾東征西討多年，終與其結喜結連理。	4	ArmyFormation/yuanxingzhen.tmx	40091	5000	heroHead/60116.png	heroCard/11660.png	heroCard/11661.png	heroCard/11662.png	heroCard/11663.png	heroCard/11664.png	heroCard/11665.png	heroCard/11666.png	heroCard/11667.png	heroCard/11667.png	heroCard/11667.png	heroCard/11667.png		sound/skillRelasebefor/daxiaoqiao/qiao.mp3	0.15	
117	張飛(幻)	127	106	114	1	100	140	300	shunshangxiang_plist	50	ziyun_plist		6	1	30001	幻化張飛乃當世猛將，一身虎力難逢敵手，苦於官府壓迫只能淪為山賊。	2	ArmyFormation/gouxingzhen.tmx	40092	5000	heroHead/60117.png	heroCard/11760.png	heroCard/11761.png	heroCard/11762.png	heroCard/11763.png	heroCard/11764.png	heroCard/11765.png	heroCard/11766.png	heroCard/11767.png	heroCard/11767.png	heroCard/11767.png	heroCard/11767.png		sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.15	
118	孫尚香(幻)	111	117	116	1	95	400	300	diaocan_plist	50	moyun_plist		6	2	30003	幻化孫尚香乃東吳郡主，三國時代少有擅長武力的美女，一身本領盡得兄長孫策真傳。	4	ArmyFormation/heyizhen.tmx	40093	5000	heroHead/60118.png	heroCard/11860.png	heroCard/11861.png	heroCard/11862.png	heroCard/11863.png	heroCard/11864.png	heroCard/11865.png	heroCard/11866.png	heroCard/11867.png	heroCard/11867.png	heroCard/11867.png	heroCard/11867.png		sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.15	
119	劉備(幻)	110	108	117	1	95	140	300	shunshangxiang_plist	50	ziyun_plist		6	1	30001	幻化劉備乃蜀國創建者，擅長仁政治天下，初期以草鞋為生在追隨主角開始逐步展示個人才能。	2	ArmyFormation/heyizhen.tmx	40094	5000	heroHead/60119.png	heroCard/11960.png	heroCard/11961.png	heroCard/11962.png	heroCard/11963.png	heroCard/11964.png	heroCard/11965.png	heroCard/11966.png	heroCard/11967.png	heroCard/11967.png	heroCard/11967.png	heroCard/11967.png		sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.15	
120	諸葛亮(幻)	102	129	129	1	85	400	400	zhengmi_plist	50	jianshu_plist		6	1	30003	幻化諸葛亮乃三國第一謀士，精通天文地理，擅長借用自然之力為我所用，天命之子七將之一。	3	ArmyFormation/changshezhen.tmx	40095	5000	heroHead/60120.png	heroCard/12060.png	heroCard/12061.png	heroCard/12062.png	heroCard/12063.png	heroCard/12064.png	heroCard/12065.png	heroCard/12066.png	heroCard/12067.png	heroCard/12067.png	heroCard/12067.png	heroCard/12067.png		sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.15	
121	呂玲綺(幻)	122	109	114	1	100	140	300	shunshangxiang_plist	50	ziyun_plist		6	4	30001	幻化呂玲綺乃南華老仙之徒，習得仙家之法，雖礙於仙法不能對凡人所用限制，但一身武力遠非常人能比。	2	ArmyFormation/gouxingzhen.tmx	40096	5000	heroHead/60121.png	heroCard/12160.png	heroCard/12161.png	heroCard/12162.png	heroCard/12163.png	heroCard/12164.png	heroCard/12165.png	heroCard/12166.png	heroCard/12167.png	heroCard/12167.png	heroCard/12167.png	heroCard/12167.png		sound/skillRelasebefor/lvlingqi/lvlingqi.mp3	0.15	
122	夏侯惇(幻)	119	100	116	1	100	140	300	shunshangxiang_plist	50	ziyun_plist		6	3	30001	幻化夏侯惇乃魏國上將，一身武力難逢敵手，隨曹操一統北方做出巨大貢獻，曹操敗亡後跟隨天命之子討伐張角，	6	ArmyFormation/zhuixingzhen.tmx	40097	5000	heroHead/60122.png	heroCard/12260.png	heroCard/12261.png	heroCard/12262.png	heroCard/12263.png	heroCard/12264.png	heroCard/12265.png	heroCard/12266.png	heroCard/12267.png	heroCard/12267.png	heroCard/12267.png	heroCard/12267.png		sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.15	
123	甄姬(幻)	115	129	127	1	95	400	400	huangyueyin_plist	50	mozhua_plist		6	4	30002	幻化甄姬乃洛神轉世，天生能使用仙家法術，擅長使用冰凍之術，天命之子七武將之一。	3	ArmyFormation/yanxingzhen.tmx	40098	5000	heroHead/60123.png	heroCard/12360.png	heroCard/12361.png	heroCard/12362.png	heroCard/12363.png	heroCard/12364.png	heroCard/12365.png	heroCard/12366.png	heroCard/12367.png	heroCard/12367.png	heroCard/12367.png	heroCard/12367.png		sound/skillRelasebefor/zhengji/zhengji.mp3	0.15	
124	蔡文姬(幻)	100	116	112	1	85	400	300	zhengmi_plist	50	huangbao_plist		6	4	30004	幻化蔡文姬擅長詩詞歌賦，精通天文地理，在戰爭爆發後，蔡文姬化身為醫生，遊走在戰場最前端。	4	ArmyFormation/yuanxingzhen.tmx	40099	5000	heroHead/60124.png	heroCard/12460.png	heroCard/12461.png	heroCard/12462.png	heroCard/12463.png	heroCard/12464.png	heroCard/12465.png	heroCard/12466.png	heroCard/12467.png	heroCard/12467.png	heroCard/12467.png	heroCard/12467.png		sound/skillRelasebefor/caiwenji/caiwenji.mp3	0.15	
125	周瑜(幻)	101	128	128	1	85	400	400	huangyueyin_plist	50	huoyan_plist		6	2	30002	幻化周瑜是少有的將智慧、美貌、武力集於一身的名將，擅長火攻之術，在討伐張角戰鬥中充分展示其個人才華。	4	ArmyFormation/changshezhen.tmx	40100	5000	heroHead/60125.png	heroCard/12560.png	heroCard/12561.png	heroCard/12562.png	heroCard/12563.png	heroCard/12564.png	heroCard/12565.png	heroCard/12566.png	heroCard/12567.png	heroCard/12567.png	heroCard/12567.png	heroCard/12567.png		sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.15	
126	張遼(幻)	115	103	119	1	95	140	300	shunshangxiang_plist	50	ziyun_plist		6	3	30001	幻化張遼乃曹操手下最強武將之一，智勇過人，曾伴隨曹操東征西討，為一統北方做出巨大貢獻。	1	ArmyFormation/changshezhen.tmx	40101	5000	heroHead/60126.png	heroCard/12660.png	heroCard/12661.png	heroCard/12662.png	heroCard/12663.png	heroCard/12664.png	heroCard/12665.png	heroCard/12666.png	heroCard/12667.png	heroCard/12667.png	heroCard/12667.png	heroCard/12667.png		sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.15	
127	關羽(幻)	126	108	115	1	100	140	300	shunshangxiang_plist	50	ziyun_plist		6	1	30001	幻化關羽乃五虎之首，號稱武聖轉世，擁有一夫當關萬夫莫開之勇，天命之子七將之一。	6	ArmyFormation/zhuixingzhen.tmx	40102	5000	heroHead/60127.png	heroCard/12760.png	heroCard/12761.png	heroCard/12762.png	heroCard/12763.png	heroCard/12764.png	heroCard/12765.png	heroCard/12766.png	heroCard/12767.png	heroCard/12767.png	heroCard/12767.png	heroCard/12767.png		sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.15	
128	曹操(幻)	110	109	119	1	95	400	300	huangyueyin_plist	50	mozhua_plist		6	3	30002	幻化曹操是三國有名的政治、軍事家，曾一度統一北方，後因張角派遣主力僵屍軍團奇襲，兵敗被擒。	1	ArmyFormation/heyizhen.tmx	40106	5000	heroHead/60128.png	heroCard/12860.png	heroCard/12861.png	heroCard/12862.png	heroCard/12863.png	heroCard/12864.png	heroCard/12865.png	heroCard/12866.png	heroCard/12867.png	heroCard/12867.png	heroCard/12867.png	heroCard/12867.png	Dialogue/caocao.png	sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.15	
129	趙雲(幻)	123	117	117	1	95	140	300	shunshangxiang_plist	50	ziyun_plist		6	1	30001	幻化趙雲乃三國有名的常勝將軍，其在討伐張角過程中勇救劉備而七闖敵營，深得張角賞識而不忍誅之。	2	ArmyFormation/gouxingzhen.tmx	40104	5000	heroHead/60129.png	heroCard/12960.png	heroCard/12961.png	heroCard/12962.png	heroCard/12963.png	heroCard/12964.png	heroCard/12965.png	heroCard/12966.png	heroCard/12967.png	heroCard/12967.png	heroCard/12967.png	heroCard/12967.png		sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.15	
130	呂布(幻)	130	118	130	1	100	140	300	diaocan_plist	50	ziyun_plist		6	4	30001	幻化呂布乃是張角麾下最強魔將，手持方天畫戟胯下赤兔胭脂獸，縱橫戰場無人能敵。	6	ArmyFormation/zhuixingzhen.tmx	40103	5000	heroHead/60130.png	heroCard/13060.png	heroCard/13061.png	heroCard/13062.png	heroCard/13063.png	heroCard/13064.png	heroCard/13065.png	heroCard/13066.png	heroCard/13067.png	heroCard/13067.png	heroCard/13067.png	heroCard/13067.png	Dialogue/lvbu.png	sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.15	
131	孫權(幻)	108	109	115	1	95	400	300	diaocan_plist	50	moyun_plist		6	2	30003	幻化孫權乃吳國最高統帥，擅長治國安邦，亂世中虎口奪食，創立吳國為東吳民眾敬仰。	1	ArmyFormation/yanxingzhen.tmx	40105	5000	heroHead/60131.png	heroCard/13160.png	heroCard/13161.png	heroCard/13162.png	heroCard/13163.png	heroCard/13164.png	heroCard/13165.png	heroCard/13166.png	heroCard/13167.png	heroCard/13167.png	heroCard/13167.png	heroCard/13167.png		sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.15	
132	陸遜(現)	110	123	121	1	100	400	300	huangyueyin_plist	50	mozhua_plist		6	2	30002	穿越而來的現代神將陸遜，掌握了雷霆法術，千萬別被她迷人外表而忽略了她的實力。	4	ArmyFormation/yanxingzhen.tmx	40107	5000	heroHead/60132.png	heroCard/13260.png	heroCard/13261.png	heroCard/13261.png	heroCard/13261.png	heroCard/13261.png	heroCard/13261.png	heroCard/13261.png	heroCard/13261.png	heroCard/13261.png	heroCard/13261.png	heroCard/13261.png		sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.15	
133	丁奉(現)	117	105	118	1	95	140	300	shunshangxiang_plist	50	ziyun_plist		6	2	30001	穿越而來的現代神將丁奉，掌握了修羅之力，在她面前敵將的攻擊將成為成為她存活的養分。	1	ArmyFormation/yanxingzhen.tmx	40108	5000	heroHead/60133.png	heroCard/13360.png	heroCard/13361.png	heroCard/13361.png	heroCard/13361.png	heroCard/13361.png	heroCard/13361.png	heroCard/13361.png	heroCard/13361.png	heroCard/13361.png	heroCard/13361.png	heroCard/13361.png		sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.15	
134	郭嘉(現)	101	123	128	1	95	400	300	zhengmi_plist	50	moyun_plist		6	3	30003	穿越而來的現代神將郭嘉，掌握了無上仙法，她的出現將打破現在格局，第一輔助諸葛亮將感受到從未有過的威脅。	1	ArmyFormation/yanxingzhen.tmx	40109	5000	heroHead/60134.png	heroCard/13460.png	heroCard/13461.png	heroCard/13461.png	heroCard/13461.png	heroCard/13461.png	heroCard/13461.png	heroCard/13461.png	heroCard/13461.png	heroCard/13461.png	heroCard/13461.png	heroCard/13461.png		sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.15	
135	曹仁(現)	118	108	118	1	100	140	300	shunshangxiang_plist	50	ziyun_plist		6	3	30001	穿越而來的現代神將曹仁，掌握了遠古秘術，在她面前你會感受到從未有過的無力感。	6	ArmyFormation/yanxingzhen.tmx	40110	5000	heroHead/60135.png	heroCard/13560.png	heroCard/13561.png	heroCard/13561.png	heroCard/13561.png	heroCard/13561.png	heroCard/13561.png	heroCard/13561.png	heroCard/13561.png	heroCard/13561.png	heroCard/13561.png	heroCard/13561.png		sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.15	
136	於吉(現)	113	125	118	1	95	400	300	diaocan_plist	50	moyun_plist		6	4	30003	穿越而來的現代神將於吉，掌握了生存大道，她的出現將是一場增益的顛覆盛宴。	1	ArmyFormation/yanxingzhen.tmx	40111	5000	heroHead/60136.png	heroCard/13660.png	heroCard/13661.png	heroCard/13661.png	heroCard/13661.png	heroCard/13661.png	heroCard/13661.png	heroCard/13661.png	heroCard/13661.png	heroCard/13661.png	heroCard/13661.png	heroCard/13661.png		sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.15	
