小关卡id	小关卡标题	小关卡对话	每日最多	前置完成关卡	等级限制	每次扣除体力	武魂	铜钱奖励	未过回复次数	奖励道具	士兵分布图	主将ID	主将等级	主将阶级	副将1ID	副将1等级	副将1阶级	副将2ID	副将2等级	副将2阶级	步兵1ID	步兵1等级	骑兵2ID	骑兵2等级	弓兵3ID	弓兵3等级	士兵数量等级	特殊增益比例	精英副本增益比例	未过返还体力	主角经验Exp	公会掉落	空行
73	第三關	0	99	8,2	1,999	5	42	820	1	8,1,1,100,1,14,1,1,80,1,16,4,1,12,1,43,4,1,35,1,14,1,1,100,2,136,5,1,30,2,37,4,1,8,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	08-03.tmx	94	121	9	70	121	9	69	121	9	1102	1	2102	1	3102	1	20	0	0.3	5	2020	42,4,1,100,38,4,1,100,73,4,2,100,50,4,2,100	
74	第四關	0	99	8,3	1,999	5	42	830	1	9,1,1,100,1,15,1,1,80,1,19,4,1,12,1,43,4,1,35,1,15,1,1,100,2,136,5,1,30,2,37,4,1,8,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	08-04.tmx	108	119	10	47	119	10	64	119	10	1102	2	2102	2	3102	2	20	0	0.3	5	2055	42,4,1,100,38,4,1,100,73,4,2,100,50,4,2,100	
75	第五關	64,65	99	8,4	1,999	5	42	840	1	10,1,1,100,1,16,1,1,80,1,25,4,1,12,1,43,4,1,35,1,47,4,1,60,2,136,5,1,30,2,37,4,1,8,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	08-05.tmx	90	117	10	64	117	10	65	117	10	1102	2	2102	2	3102	2	20	0	0.3	5	2090	42,4,1,100,38,4,1,100,73,4,2,100,50,4,2,100	
76	第六關	0	99	8,5	1,999	5	42	850	1	10,1,1,100,1,17,1,1,80,1,19,4,1,12,1,43,4,1,35,1,17,1,1,100,2,136,5,1,30,2,37,4,1,8,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	08-06.tmx	97	117	10	65	117	10	66	117	10	1102	2	2102	2	3102	2	20	0	0.3	5	2125	42,4,1,100,38,4,1,100,73,4,2,100,50,4,2,100	
77	第七關	66	99	8,6	1,999	5	42	860	1	12,1,1,100,1,18,1,1,80,1,25,4,1,12,1,43,4,1,35,1,18,1,1,100,2,136,5,1,30,2,37,4,1,8,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	08-07.tmx	87	126	10	66	126	10	67	126	10	1102	2	2102	2	3102	2	20	0	0.3	5	2160	42,4,1,100,38,4,1,100,73,4,2,100,50,4,2,100	
78	第八關	67	99	8,7	1,999	5	42	870	1	13,1,1,100,1,19,1,1,80,1,16,4,1,12,1,43,4,1,35,1,19,1,1,100,2,136,5,1,30,2,37,4,1,8,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	08-08.tmx	108	137	10	55	137	10	40	137	10	1102	3	2102	3	3102	3	20	0	0.3	5	2195	42,4,1,100,38,4,1,100,73,4,2,100,50,4,2,100	
79	第九關	68	99	8,8	1,999	5	42	880	1	1,1,1,100,1,20,1,1,80,1,19,4,1,12,1,43,4,1,35,1,20,1,1,100,2,136,5,1,30,2,37,4,1,8,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	08-09.tmx	90	134	10	55	134	10	41	134	10	1102	3	2102	3	3102	3	20	0	0.3	5	2230	42,4,1,100,38,4,1,100,73,4,2,100,50,4,2,100	
80	第十關	69,70	99	8,9	1,999	5	42	890	1	2,1,1,100,1,21,1,1,80,1,25,4,1,12,1,43,4,1,35,1,48,4,1,60,2,136,5,1,30,2,37,4,1,8,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	08-10.tmx	86	107	10	97	107	10	90	107	10	1102	4	2102	4	3102	4	20	0	0.3	5	2265	42,4,1,100,38,4,1,100,73,4,2,100,50,4,2,100	
81	第一關	71	99	8,10	1,999	5	48	900	1	3,1,1,100,1,22,1,1,80,1,16,4,1,12,1,43,4,1,35,1,22,1,1,100,2,132,5,1,30,2,37,4,1,8,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	09-01.tmx	97	131	10	90	131	10	48	131	10	1102	4	2102	4	3102	4	20	0	0.3	5	2300	42,4,1,100,38,4,1,100,73,4,2,100,50,4,3,100	
82	第二關	0	99	9,1	1,999	5	48	910	1	4,1,1,100,1,23,1,1,80,1,19,4,1,12,1,43,4,1,35,1,23,1,1,100,2,132,5,1,30,2,37,4,1,8,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	09-02.tmx	90	123	11	101	123	11	49	123	11	1102	4	2102	4	3102	4	20	0	0.3	5	2330	42,4,1,100,38,4,1,100,73,4,2,100,50,4,3,100	
83	第三關	72	99	9,2	1,999	5	48	920	1	5,1,1,100,1,24,1,1,80,1,25,4,1,12,1,43,4,1,35,1,24,1,1,100,2,132,5,1,30,2,37,4,1,8,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	09-03.tmx	101	135	11	96	135	11	50	135	11	1102	5	2102	5	3102	5	20	0	0.3	5	2360	42,4,1,100,38,4,1,100,73,4,2,100,50,4,3,100	
84	第四關	0	99	9,3	1,999	5	48	930	1	6,1,1,100,1,25,1,1,80,1,16,4,1,12,1,43,4,1,35,1,25,1,1,100,2,132,5,1,30,2,37,4,1,8,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	09-04.tmx	96	143	11	80	143	11	51	143	11	1102	5	2102	5	3102	5	20	0	0.3	5	2390	42,4,1,100,38,4,1,100,73,4,2,100,50,4,3,100	
85	第五關	73,74	99	9,4	1,999	5	48	940	1	7,1,1,100,1,26,1,1,80,1,19,4,1,12,1,43,4,1,35,1,47,4,1,60,2,132,5,1,30,2,37,4,1,8,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	09-05.tmx	80	138	11	83	138	11	52	138	11	1102	5	2102	5	3102	5	20	0	0.3	5	2420	42,4,1,100,38,4,1,100,73,4,2,100,50,4,3,100	
86	第六關	0	99	9,5	1,999	5	48	950	1	8,1,1,100,1,27,1,1,80,1,25,4,1,12,1,43,4,1,35,1,27,1,1,100,2,132,5,1,30,2,37,4,1,8,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	09-06.tmx	83	138	11	109	138	11	53	138	11	1102	6	2102	6	3102	6	20	0	0.3	5	2450	42,4,1,100,38,4,1,100,73,4,2,100,50,4,3,100	
87	第七關	75	99	9,6	1,999	5	48	960	1	9,1,1,100,1,28,1,1,80,1,16,4,1,12,1,43,4,1,35,1,28,1,1,100,2,132,5,1,30,2,37,4,1,8,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	09-07.tmx	109	141	11	106	141	11	54	141	11	1102	6	2102	6	3102	6	20	0	0.3	5	2480	42,4,1,100,38,4,1,100,73,4,2,100,50,4,3,100	
88	第八關	76	99	9,7	1,999	5	48	970	1	10,1,1,100,1,29,1,1,80,1,19,4,1,12,1,43,4,1,35,1,29,1,1,100,2,132,5,1,30,2,37,4,1,8,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	09-08.tmx	106	148	11	112	148	11	55	148	11	1102	6	2102	6	3102	6	20	0	0.3	5	2510	42,4,1,100,38,4,1,100,73,4,2,100,50,4,3,100	
89	第九關	0	99	9,8	1,999	5	48	980	1	11,1,1,100,1,30,1,1,80,1,25,4,1,12,1,43,4,1,35,1,30,1,1,100,2,132,5,1,30,2,37,4,1,8,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	09-09.tmx	112	157	11	87	157	11	56	157	11	1102	6	2102	6	3102	6	20	0	0.3	5	2540	42,4,1,100,38,4,1,100,73,4,2,100,50,4,3,100	
90	第十關	77,87	99	9,9	1,999	5	48	990	1	12,1,1,100,1,31,1,1,80,1,16,4,1,12,1,43,4,1,35,1,48,4,1,60,2,132,5,1,30,2,37,4,1,8,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	09-10.tmx	86	133	12	85	133	12	87	133	12	1102	7	2102	7	3102	7	20	0	0.3	5	2570	42,4,1,100,38,4,1,100,73,4,2,100,50,4,3,100	
91	第一關	79	99	9,10	1,999	5	54	1000	1	13,1,1,100,1,14,1,1,80,1,19,4,1,12,1,43,4,1,35,1,14,1,1,100,2,122,5,1,30,2,37,4,1,8,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	10-01.tmx	78	150	12	106	150	12	58	150	12	1102	7	2102	7	3102	7	20	0	0.3	5	2600	42,4,1,100,38,4,1,100,73,4,2,100,50,4,4,100	
92	第二關	0	99	10,1	1,999	5	54	1010	1	1,1,1,100,1,15,1,1,80,1,25,4,1,12,1,43,4,1,35,1,15,1,1,100,2,122,5,1,30,2,37,4,1,8,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	10-02.tmx	106	162	12	99	162	12	59	162	12	1102	7	2102	7	3102	7	20	0	0.3	5	2630	42,4,1,100,38,4,1,100,73,4,2,100,50,4,4,100	
93	第三關	80	99	10,2	1,999	5	54	1020	1	2,1,1,100,1,16,1,1,80,1,16,4,1,12,1,43,4,1,35,1,16,1,1,100,2,122,5,1,30,2,37,4,1,8,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	10-03.tmx	99	159	12	108	159	12	60	159	12	1102	8	2102	8	3102	8	20	0	0.3	5	2660	42,4,1,100,38,4,1,100,73,4,2,100,50,4,4,100	
94	第四關	0	99	10,3	1,999	5	54	1030	1	3,1,1,100,1,17,1,1,80,1,19,4,1,12,1,43,4,1,35,1,17,1,1,100,2,122,5,1,30,2,37,4,1,8,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	10-04.tmx	108	160	12	76	160	12	61	160	12	1102	8	2102	8	3102	8	20	0	0.3	5	2690	42,4,1,100,38,4,1,100,73,4,2,100,50,4,4,100	
95	第五關	81,82	99	10,4	1,999	5	54	1040	1	4,1,1,100,1,18,1,1,80,1,25,4,1,12,1,43,4,1,35,1,47,4,1,60,2,122,5,1,30,2,37,4,1,8,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	10-05.tmx	76	168	12	75	168	12	62	168	12	1102	8	2102	8	3102	8	20	0	0.3	5	2720	42,4,1,100,38,4,1,100,73,4,2,100,50,4,4,100	
96	第六關	83	99	10,5	1,999	5	54	1050	1	5,1,1,100,1,19,1,1,80,1,16,4,1,12,1,43,4,1,35,1,19,1,1,100,2,122,5,1,30,2,37,4,1,8,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	10-06.tmx	75	161	12	97	161	12	63	161	12	1102	9	2102	9	3102	9	20	0	0.3	5	2750	42,4,1,100,38,4,1,100,73,4,2,100,50,4,4,100	
97	第七關	84	99	10,6	1,999	5	54	1060	1	6,1,1,100,1,20,1,1,80,1,19,4,1,12,1,43,4,1,35,1,20,1,1,100,2,122,5,1,30,2,37,4,1,8,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	10-07.tmx	97	169	12	95	169	12	64	169	12	1102	9	2102	9	3102	9	20	0	0.3	5	2780	42,4,1,100,38,4,1,100,73,4,2,100,50,4,4,100	
98	第八關	0	99	10,7	1,999	5	54	1070	1	7,1,1,100,1,21,1,1,80,1,25,4,1,12,1,43,4,1,35,1,21,1,1,100,2,122,5,1,30,2,37,4,1,8,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	10-08.tmx	95	172	13	89	172	13	65	172	13	1102	9	2102	9	3102	9	20	0	0.3	5	2810	42,4,1,100,38,4,1,100,73,4,2,100,50,4,4,100	
99	第九關	0	99	10,8	1,999	5	54	1080	1	8,1,1,100,1,22,1,1,80,1,16,4,1,12,1,43,4,1,35,1,22,1,1,100,2,122,5,1,30,2,37,4,1,8,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	10-09.tmx	89	181	13	111	181	13	66	181	13	1102	9	2102	9	3102	9	20	0	0.3	5	2840	42,4,1,100,38,4,1,100,73,4,2,100,50,4,4,100	
100	第十關	85,86	99	10,9	1,999	5	54	1090	1	9,1,1,100,1,23,1,1,80,1,19,4,1,12,1,43,4,1,35,1,48,4,1,60,2,122,5,1,30,2,37,4,1,8,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	10-10.tmx	94	163	13	89	163	13	109	163	13	1102	10	2102	10	3102	10	20	0	0.3	5	2870	42,4,1,100,38,4,1,100,73,4,2,100,50,4,4,100	
101	第一關	87	99	10,10	1,999	5	60	1100	1	14,1,1,100,1,24,1,1,80,1,25,4,1,12,1,43,4,1,35,1,24,1,1,100,2,119,5,1,15,2,37,4,1,8,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	11-01.tmx	78	158	13	74	158	13	75	158	13	1102	10	2102	10	3102	10	20	0	0.3	5	2882	42,4,1,100,38,4,1,100,73,4,2,100,50,4,5,100	
102	第二關	88	99	11,1	1,999	5	60	1110	1	15,1,1,100,1,25,1,1,80,1,16,4,1,12,1,43,4,1,35,1,25,1,1,100,2,119,5,1,15,2,37,4,1,8,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	11-02.tmx	74	166	13	75	166	13	76	166	13	1102	10	2102	10	3102	10	20	0	0.3	5	2895	42,4,1,100,38,4,1,100,73,4,2,100,50,4,5,100	
103	第三關	0	99	11,2	1,999	5	60	1120	1	16,1,1,100,1,26,1,1,80,1,19,4,1,12,1,43,4,1,35,1,26,1,1,100,2,119,5,1,15,2,37,4,1,8,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	11-03.tmx	75	167	13	76	167	13	77	167	13	1102	11	2102	11	3102	11	20	0	0.3	5	2907	42,4,1,100,38,4,1,100,73,4,2,100,50,4,5,100	
104	第四關	0	99	11,3	1,999	5	60	1130	1	17,1,1,100,1,27,1,1,80,1,25,4,1,12,1,43,4,1,35,1,27,1,1,100,2,119,5,1,15,2,37,4,1,8,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	11-04.tmx	76	169	13	77	169	13	78	169	13	1102	11	2102	11	3102	11	20	0	0.3	5	2920	42,4,1,100,38,4,1,100,73,4,2,100,50,4,5,100	
105	第五關	89,90	99	11,4	1,999	5	60	1140	1	18,1,1,100,1,28,1,1,80,1,16,4,1,12,1,43,4,1,35,1,47,4,1,60,2,119,5,1,15,2,37,4,1,8,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	11-05.tmx	108	175	13	78	175	13	79	175	13	1102	11	2102	11	3102	11	20	0	0.3	5	2932	42,4,1,100,38,4,1,100,73,4,2,100,50,4,5,100	
106	第六關	91	99	11,5	1,999	5	60	1150	1	19,1,1,100,1,29,1,1,80,1,19,4,1,12,1,43,4,1,35,1,29,1,1,100,2,119,5,1,15,2,37,4,1,8,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	11-06.tmx	78	171	14	79	171	14	80	171	14	1102	12	2102	12	3102	12	20	0	0.3	5	2945	42,4,1,100,38,4,1,100,73,4,2,100,50,4,5,100	
107	第七關	0	99	11,6	1,999	5	60	1160	1	20,1,1,100,1,30,1,1,80,1,25,4,1,12,1,43,4,1,35,1,30,1,1,100,2,119,5,1,15,2,37,4,1,8,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	11-07.tmx	77	177	14	80	177	14	81	177	14	1102	12	2102	12	3102	12	20	0	0.3	5	2957	42,4,1,100,38,4,1,100,73,4,2,100,50,4,5,100	
108	第八關	0	99	11,7	1,999	5	60	1170	1	21,1,1,100,1,31,1,1,80,1,16,4,1,12,1,43,4,1,35,1,31,1,1,100,2,119,5,1,15,2,37,4,1,8,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	11-08.tmx	106	186	14	81	186	14	82	186	14	1102	12	2102	12	3102	12	20	0	0.3	5	2970	42,4,1,100,38,4,1,100,73,4,2,100,50,4,5,100	
109	第九關	92	99	11,8	1,999	5	60	1180	1	22,1,1,100,1,14,1,1,80,1,19,4,1,12,1,43,4,1,35,1,14,1,1,100,2,119,5,1,15,2,37,4,1,8,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	11-09.tmx	109	193	14	82	193	14	83	193	14	1102	12	2102	12	3102	12	20	0	0.3	5	2982	42,4,1,100,38,4,1,100,73,4,2,100,50,4,5,100	
110	第十關	93,94	99	11,9	1,999	5	60	1190	1	23,1,1,100,1,15,1,1,80,1,25,4,1,12,1,43,4,1,35,1,48,4,1,60,2,119,5,1,15,2,37,4,1,8,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	11-10.tmx	112	189	14	109	189	14	83	189	14	1102	13	2102	13	3102	13	20	0	0.3	5	2995	42,4,1,100,38,4,1,100,73,4,2,100,50,4,5,100	
111	第一關	95	99	11,10	1,999	5	66	1200	1	24,1,1,100,1,34,1,1,20,1,16,4,1,12,1,43,4,1,35,1,34,1,1,40,2,128,5,1,15,2,37,4,1,8,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	12-01.tmx	91	195	14	90	195	14	75	195	14	1102	13	2102	13	3102	13	20	0	0.3	5	3007	42,4,1,100,38,4,1,100,73,4,2,100,50,4,6,100	
112	第二關	0	99	12,1	1,999	5	66	1210	1	25,1,1,100,1,35,1,1,20,1,19,4,1,12,1,43,4,1,35,1,35,1,1,40,2,128,5,1,15,2,37,4,1,8,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	12-02.tmx	87	195	15	91	195	15	92	195	15	1102	13	2102	13	3102	13	20	0	0.3	5	3020	42,4,1,100,38,4,1,100,73,4,2,100,50,4,6,100	
113	第三關	96	99	12,2	1,999	5	66	1220	1	26,1,1,100,1,36,1,1,20,1,25,4,1,12,1,43,4,1,35,1,36,1,1,40,2,128,5,1,15,2,37,4,1,8,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	12-03.tmx	111	205	15	92	205	15	93	205	15	1102	14	2102	14	3102	14	20	0	0.3	5	3032	42,4,1,100,38,4,1,100,73,4,2,100,50,4,6,100	
114	第四關	0	99	12,3	1,999	5	66	1230	1	27,1,1,100,1,37,1,1,20,1,16,4,1,12,1,43,4,1,35,1,37,1,1,40,2,128,5,1,15,2,37,4,1,8,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	12-04.tmx	92	203	15	93	203	15	94	203	15	1102	14	2102	14	3102	14	20	0	0.3	5	3045	42,4,1,100,38,4,1,100,73,4,2,100,50,4,6,100	
115	第五關	97,98	99	12,4	1,999	5	66	1240	1	28,1,1,100,1,38,1,1,20,1,19,4,1,12,1,43,4,1,35,1,47,4,1,60,2,128,5,1,15,2,37,4,1,8,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	12-05.tmx	88	202	15	94	202	15	95	202	15	1102	14	2102	14	3102	14	20	0	0.3	5	3057	42,4,1,100,38,4,1,100,73,4,2,100,50,4,6,100	
116	第六關	99	99	12,5	1,999	5	66	1250	1	29,1,1,100,1,39,1,1,20,1,25,4,1,12,1,43,4,1,35,1,39,1,1,40,2,128,5,1,15,2,37,4,1,8,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	12-06.tmx	100	209	16	95	209	16	96	209	16	1102	15	2102	15	3102	15	20	0	0.3	5	3070	42,4,1,100,38,4,1,100,73,4,2,100,50,4,6,100	
117	第七關	0	99	12,6	1,999	5	66	1260	1	30,1,1,100,1,32,1,1,20,1,16,4,1,12,1,43,4,1,35,1,32,1,1,40,2,128,5,1,15,2,37,4,1,8,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	12-07.tmx	87	195	16	96	195	16	97	195	16	1102	15	2102	15	3102	15	20	0	0.3	5	3082	42,4,1,100,38,4,1,100,73,4,2,100,50,4,6,100	
118	第八關	0	99	12,7	1,999	5	66	1270	1	31,1,1,100,1,33,1,1,20,1,19,4,1,12,1,43,4,1,35,1,33,1,1,40,2,128,5,1,15,2,37,4,1,8,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	12-08.tmx	83	206	16	97	206	16	98	206	16	1102	15	2102	15	3102	15	20	0	0.3	5	3095	42,4,1,100,38,4,1,100,73,4,2,100,50,4,6,100	
119	第九關	0	99	12,8	1,999	5	66	1280	1	22,1,1,100,1,34,1,1,20,1,25,4,1,12,1,43,4,1,35,1,34,1,1,40,2,128,5,1,15,2,37,4,1,8,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	12-09.tmx	100	229	16	98	229	16	99	229	16	1102	15	2102	15	3102	15	20	0	0.3	5	3107	42,4,1,100,38,4,1,100,73,4,2,100,50,4,6,100	
120	第十關	100,101	99	12,9	1,999	5	66	1290	1	23,1,1,100,1,35,1,1,20,1,16,4,1,12,1,43,4,1,35,1,48,4,1,60,2,128,5,1,15,2,37,4,1,8,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	12-10.tmx	80	220	17	99	220	17	100	220	17	1102	16	2102	16	3102	16	20	0	0.3	5	3120	42,4,1,100,38,4,1,100,73,4,2,100,50,4,6,100	
121	第一關	102	99	12,10	1,999	5	72	1300	1	24,1,1,100,1,36,1,1,25,1,19,4,1,12,1,43,4,1,35,1,36,1,1,50,2,131,5,1,15,2,38,4,1,8,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	13-01.tmx	75	216	17	100	216	17	101	216	17	1102	16	2102	16	3102	16	20	0	0.3	5	3132	42,4,1,100,38,4,1,100,73,4,2,100,50,4,7,100	
122	第二關	0	99	13,1	1,999	5	72	1310	1	25,1,1,100,1,37,1,1,25,1,25,4,1,12,1,43,4,1,35,1,37,1,1,50,2,131,5,1,15,2,38,4,1,8,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	13-02.tmx	82	233	17	101	233	17	102	233	17	1102	16	2102	16	3102	16	20	0	0.3	5	3145	42,4,1,100,38,4,1,100,73,4,2,100,50,4,7,100	
123	第三關	103	99	13,2	1,999	5	72	1320	1	26,1,1,100,1,38,1,1,25,1,16,4,1,12,1,43,4,1,35,1,38,1,1,50,2,131,5,1,15,2,38,4,1,8,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	13-03.tmx	104	236	17	102	236	17	103	236	17	1102	17	2102	17	3102	17	20	0	0.3	5	3157	42,4,1,100,38,4,1,100,73,4,2,100,50,4,7,100	
124	第四關	0	99	13,3	1,999	5	72	1330	1	27,1,1,100,1,39,1,1,25,1,19,4,1,12,1,43,4,1,35,1,39,1,1,50,2,131,5,1,15,2,38,4,1,8,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	13-04.tmx	82	209	18	77	209	18	78	209	18	1102	17	2102	17	3102	17	20	0	0.3	5	3170	42,4,1,100,38,4,1,100,73,4,2,100,50,4,7,100	
125	第五關	104,105	99	13,4	1,999	5	72	1340	1	28,1,1,100,1,32,1,1,25,1,25,4,1,12,1,43,4,1,35,1,47,4,1,60,2,131,5,1,15,2,38,4,1,8,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	13-05.tmx	89	216	18	78	216	18	96	216	18	1102	17	2102	17	3102	17	20	0	0.3	5	3182	42,4,1,100,38,4,1,100,73,4,2,100,50,4,7,100	
126	第六關	106	99	13,5	1,999	5	72	1350	1	29,1,1,100,1,33,1,1,25,1,16,4,1,12,1,43,4,1,35,1,33,1,1,50,2,131,5,1,15,2,38,4,1,8,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	13-06.tmx	91	225	18	79	225	18	80	225	18	1102	18	2102	18	3102	18	20	0	0.3	5	3195	42,4,1,100,38,4,1,100,73,4,2,100,50,4,7,100	
127	第七關	0	99	13,6	1,999	5	72	1360	1	30,1,1,100,1,34,1,1,25,1,19,4,1,12,1,43,4,1,35,1,34,1,1,50,2,131,5,1,15,2,38,4,1,8,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	13-07.tmx	87	211	18	75	211	18	97	211	18	1102	18	2102	18	3102	18	20	0	0.3	5	3207	42,4,1,100,38,4,1,100,73,4,2,100,50,4,7,100	
128	第八關	0	99	13,7	1,999	5	72	1370	1	31,1,1,100,1,35,1,1,25,1,25,4,1,12,1,43,4,1,35,1,35,1,1,50,2,131,5,1,15,2,38,4,1,8,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	13-08.tmx	111	219	19	75	219	19	96	219	19	1102	18	2102	18	3102	18	20	0	0.3	5	3220	42,4,1,100,38,4,1,100,73,4,2,100,50,4,7,100	
129	第九關	0	99	13,8	1,999	5	72	1380	1	14,1,1,100,1,36,1,1,25,1,16,4,1,12,1,43,4,1,35,1,36,1,1,50,2,131,5,1,15,2,38,4,1,8,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	13-09.tmx	92	222	19	77	222	19	83	222	19	1102	18	2102	18	3102	18	20	0	0.3	5	3232	42,4,1,100,38,4,1,100,73,4,2,100,50,4,7,100	
130	第十關	107,108	99	13,9	1,999	5	72	1390	1	15,1,1,100,1,37,1,1,25,1,19,4,1,12,1,43,4,1,35,1,48,4,1,60,2,131,5,1,15,2,38,4,1,8,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	13-10.tmx	123	210	19	95	210	19	79	210	19	1102	19	2102	19	3102	19	20	0	0.3	5	3245	42,4,1,100,38,4,1,100,73,4,2,100,50,4,7,100	
131	第一關	109	99	13,10	1,999	5	78	1400	1	16,1,1,100,1,38,1,1,30,1,25,4,1,12,1,43,4,1,35,1,36,1,1,60,2,138,5,1,15,2,38,4,1,8,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	14-01.tmx	116	217	19	85	217	19	86	217	19	1102	19	2102	19	3102	19	20	0	0.3	5	3255	42,4,1,100,38,4,1,100,73,4,2,100,50,4,8,100	
132	第二關	0	99	14,1	1,999	5	78	1410	1	17,1,1,100,1,39,1,1,30,1,16,4,1,12,1,43,4,1,35,1,37,1,1,60,2,138,5,1,15,2,38,4,1,8,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	14-02.tmx	118	199	20	86	199	20	87	199	20	1102	19	2102	19	3102	19	20	0	0.3	5	3265	42,4,1,100,38,4,1,100,73,4,2,100,50,4,8,100	
133	第三關	110	99	14,2	1,999	5	78	1420	1	18,1,1,100,1,32,1,1,30,1,19,4,1,12,1,43,4,1,35,1,38,1,1,60,2,138,5,1,15,2,38,4,1,8,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	14-03.tmx	129	202	20	87	202	20	88	202	20	1102	19	2102	19	3102	19	20	0	0.3	5	3275	42,4,1,100,38,4,1,100,73,4,2,100,50,4,8,100	
134	第四關	0	99	14,3	1,999	5	78	1430	1	19,1,1,100,1,33,1,1,30,1,25,4,1,12,1,43,4,1,35,1,39,1,1,60,2,138,5,1,15,2,38,4,1,8,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	14-04.tmx	121	220	20	88	220	20	89	220	20	1102	19	2102	19	3102	19	20	0	0.3	5	3285	42,4,1,100,38,4,1,100,73,4,2,100,50,4,8,100	
135	第五關	111,112	99	14,4	1,999	5	78	1440	1	20,1,1,100,1,34,1,1,30,1,16,4,1,12,1,43,4,1,35,1,47,4,1,60,2,138,5,1,15,2,38,4,1,8,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	14-05.tmx	120	221	20	83	221	20	90	221	20	1102	19	2102	19	3102	19	20	0	0.3	5	3295	42,4,1,100,38,4,1,100,73,4,2,100,50,4,8,100	
136	第六關	113	99	14,5	1,999	5	78	1450	1	21,1,1,100,1,35,1,1,30,1,19,4,1,12,1,43,4,1,35,1,33,1,1,60,2,138,5,1,15,2,38,4,1,8,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	14-06.tmx	121	212	20	90	212	20	75	212	20	1102	19	2102	19	3102	19	20	0	0.3	5	3305	42,4,1,100,38,4,1,100,73,4,2,100,50,4,8,100	
