ID	名字	类型	品质	属性类型	属性值	随机属性概率1	随机属性概率2	随机属性概率3	随机属性概率4	随机属性概率5	随机属性概率6	价格	资源	描述	强化材料	强化ID	强化概率	合成材料	合成ID	洗练材料	空行
69	月牙戟+2	1	52	1	3180	0.1	0.3	0.4	0.2	0	0	82500	yyji.png	戟身似月牙，故得其名，外型好看，戰鬥也實用	{{48,4,2},{-3,4,30000}}	70	40			{{-3,4,100000},{51,4,2}}	
129	玄武鎧甲+2	2	52	2	33720	0.1	0.3	0.4	0.2	0	0	67760	xwkjia.png	受四大神獸祝福的鎧甲，效果可想而知	{{48,4,2},{-3,4,30000}}	130	40			{{-3,4,100000},{51,4,2}}	
135	朱雀頭盔+2	3	52	3	3570	0.1	0.3	0.4	0.2	0	0	64130	zqtkui.png	受四大神獸祝福的頭盔，效果可想而知	{{48,4,2},{-3,4,30000}}	136	40			{{-3,4,100000},{51,4,2}}	
141	麒麟項鏈+2	4	52	4	4080	0.1	0.3	0.4	0.2	0	0	29040	qlxlian.png	受四大神獸祝福的項鏈，效果可想而知	{{48,4,2},{-3,4,30000}}	142	40			{{-3,4,100000},{51,4,2}}	
58	倚天劍+3	1	53	1	2740	0	0.3	0.4	0.3	0	0	103000	ytjian.png	長劍耿耿倚天外；安得倚天劍，跨海斬長鯨	{{48,4,2},{-3,4,40000}}	59	30			{{-3,4,100000},{51,4,2}}	
64	古錠刀+3	1	53	1	4100	0	0.3	0.4	0.3	0	0	128750	gddao.png	孫堅在汜水關時用的兵器。被關羽所斬的徐州刺史車胄也是用這刀	{{48,4,2},{-3,4,40000}}	65	30			{{-3,4,100000},{51,4,2}}	
70	月牙戟+3	1	53	1	3540	0	0.3	0.4	0.3	0	0	90640	yyji.png	戟身似月牙，故得其名，外型好看，戰鬥也實用	{{48,4,2},{-3,4,40000}}	71	30			{{-3,4,100000},{51,4,2}}	
130	玄武鎧甲+3	2	53	2	37560	0	0.3	0.4	0.3	0	0	74500	xwkjia.png	受四大神獸祝福的鎧甲，效果可想而知	{{48,4,2},{-3,4,40000}}	131	30			{{-3,4,100000},{51,4,2}}	
136	朱雀頭盔+3	3	53	3	3970	0	0.3	0.4	0.3	0	0	70500	zqtkui.png	受四大神獸祝福的頭盔，效果可想而知	{{48,4,2},{-3,4,40000}}	137	30			{{-3,4,100000},{51,4,2}}	
142	麒麟項鏈+3	4	53	4	4560	0	0.3	0.4	0.3	0	0	31900	qlxlian.png	受四大神獸祝福的項鏈，效果可想而知	{{48,4,2},{-3,4,40000}}	143	30			{{-3,4,100000},{51,4,2}}	
59	倚天劍+4	1	54	1	3040	0	0.2	0.4	0.4	0	0	113300	ytjian.png	長劍耿耿倚天外；安得倚天劍，跨海斬長鯨	{{48,4,3},{-3,4,50000}}	60	40			{{-3,4,100000},{51,4,2}}	
65	古錠刀+4	1	54	1	4560	0	0.2	0.4	0.4	0	0	141600	gddao.png	孫堅在汜水關時用的兵器。被關羽所斬的徐州刺史車胄也是用這刀	{{48,4,3},{-3,4,50000}}	66	40			{{-3,4,100000},{51,4,2}}	
71	月牙戟+4	1	54	1	3930	0	0.2	0.4	0.4	0	0	99700	yyji.png	戟身似月牙，故得其名，外型好看，戰鬥也實用	{{48,4,3},{-3,4,50000}}	72	40			{{-3,4,100000},{51,4,2}}	
131	玄武鎧甲+4	2	54	2	41750	0	0.2	0.4	0.4	0	0	81950	xwkjia.png	受四大神獸祝福的鎧甲，效果可想而知	{{48,4,3},{-3,4,50000}}	132	40			{{-3,4,100000},{51,4,2}}	
137	朱雀頭盔+4	3	54	3	4410	0	0.2	0.4	0.4	0	0	77550	zqtkui.png	受四大神獸祝福的頭盔，效果可想而知	{{48,4,3},{-3,4,50000}}	138	40			{{-3,4,100000},{51,4,2}}	
143	麒麟項鏈+4	4	54	4	5070	0	0.2	0.4	0.4	0	0	35090	qlxlian.png	受四大神獸祝福的項鏈，效果可想而知	{{48,4,3},{-3,4,50000}}	144	40			{{-3,4,100000},{51,4,2}}	
60	倚天劍+5	1	55	1	3370	0	0.1	0.4	0.5	0	0	125600	ytjian.png	長劍耿耿倚天外；安得倚天劍，跨海斬長鯨	{{48,4,3},{-3,4,60000}}	701	35			{{-3,4,100000},{51,4,2}}	
66	古錠刀+5	1	55	1	5070	0	0.1	0.4	0.5	0	0	157000	gddao.png	孫堅在汜水關時用的兵器。被關羽所斬的徐州刺史車胄也是用這刀	{{48,4,3},{-3,4,60000}}	702	35			{{-3,4,100000},{51,4,2}}	
72	月牙戟+5	1	55	1	4360	0	0.1	0.4	0.5	0	0	110500	yyji.png	戟身似月牙，故得其名，外型好看，戰鬥也實用	{{48,4,3},{-3,4,60000}}	703	35			{{-3,4,100000},{51,4,2}}	
132	玄武鎧甲+5	2	55	2	46320	0	0.1	0.4	0.5	0	0	89200	xwkjia.png	受四大神獸祝福的鎧甲，效果可想而知	{{48,4,3},{-3,4,60000}}	704	35			{{-3,4,100000},{51,4,2}}	
138	朱雀頭盔+5	3	55	3	4890	0	0.1	0.4	0.5	0	0	86500	zqtkui.png	受四大神獸祝福的頭盔，效果可想而知	{{48,4,3},{-3,4,60000}}	705	35			{{-3,4,100000},{51,4,2}}	
144	麒麟項鏈+5	4	55	4	5630	0	0.1	0.4	0.5	0	0	39870	qlxlian.png	受四大神獸祝福的項鏈，效果可想而知	{{48,4,3},{-3,4,60000}}	706	35			{{-3,4,100000},{51,4,2}}	
701	倚天劍+6	1	56	1	3730	0	0.1	0.4	0.5	0	0	125600	ytjian.png	長劍耿耿倚天外；安得倚天劍，跨海斬長鯨	{{48,4,4},{-3,4,70000}}	707	30			{{-3,4,100000},{51,4,2}}	
702	古錠刀+6	1	56	1	5620	0	0.1	0.4	0.5	0	0	157000	gddao.png	孫堅在汜水關時用的兵器。被關羽所斬的徐州刺史車胄也是用這刀	{{48,4,4},{-3,4,70000}}	708	30			{{-3,4,100000},{51,4,2}}	
703	月牙戟+6	1	56	1	4830	0	0.1	0.4	0.5	0	0	110500	yyji.png	戟身似月牙，故得其名，外型好看，戰鬥也實用	{{48,4,4},{-3,4,70000}}	709	30			{{-3,4,100000},{51,4,2}}	
704	玄武鎧甲+6	2	56	2	51300	0	0.1	0.4	0.5	0	0	89200	xwkjia.png	受四大神獸祝福的鎧甲，效果可想而知	{{48,4,4},{-3,4,70000}}	710	30			{{-3,4,100000},{51,4,2}}	
705	朱雀頭盔+6	3	56	3	5410	0	0.1	0.4	0.5	0	0	86500	zqtkui.png	受四大神獸祝福的頭盔，效果可想而知	{{48,4,4},{-3,4,70000}}	711	30			{{-3,4,100000},{51,4,2}}	
706	麒麟項鏈+6	4	56	4	6240	0	0.1	0.4	0.5	0	0	39870	qlxlian.png	受四大神獸祝福的項鏈，效果可想而知	{{48,4,4},{-3,4,70000}}	712	30			{{-3,4,100000},{51,4,2}}	
707	倚天劍+7	1	57	1	4120	0	0.1	0.4	0.5	0	0	125600	ytjian.png	長劍耿耿倚天外；安得倚天劍，跨海斬長鯨	{{48,4,5},{-3,4,80000}}	713	25			{{-3,4,100000},{51,4,2}}	
708	古錠刀+7	1	57	1	6220	0	0.1	0.4	0.5	0	0	157000	gddao.png	孫堅在汜水關時用的兵器。被關羽所斬的徐州刺史車胄也是用這刀	{{48,4,5},{-3,4,80000}}	714	25			{{-3,4,100000},{51,4,2}}	
709	月牙戟+7	1	57	1	5340	0	0.1	0.4	0.5	0	0	110500	yyji.png	戟身似月牙，故得其名，外型好看，戰鬥也實用	{{48,4,5},{-3,4,80000}}	715	25			{{-3,4,100000},{51,4,2}}	
710	玄武鎧甲+7	2	57	2	56730	0	0.1	0.4	0.5	0	0	89200	xwkjia.png	受四大神獸祝福的鎧甲，效果可想而知	{{48,4,5},{-3,4,80000}}	716	25			{{-3,4,100000},{51,4,2}}	
711	朱雀頭盔+7	3	57	3	5980	0	0.1	0.4	0.5	0	0	86500	zqtkui.png	受四大神獸祝福的頭盔，效果可想而知	{{48,4,5},{-3,4,80000}}	717	25			{{-3,4,100000},{51,4,2}}	
712	麒麟項鏈+7	4	57	4	6910	0	0.1	0.4	0.5	0	0	39870	qlxlian.png	受四大神獸祝福的項鏈，效果可想而知	{{48,4,5},{-3,4,80000}}	718	25			{{-3,4,100000},{51,4,2}}	
713	倚天劍+8	1	58	1	4550	0	0.1	0.4	0.5	0	0	125600	ytjian.png	長劍耿耿倚天外；安得倚天劍，跨海斬長鯨	{{48,4,6},{-3,4,90000}}	719	20			{{-3,4,100000},{51,4,2}}	
714	古錠刀+8	1	58	1	6870	0	0.1	0.4	0.5	0	0	157000	gddao.png	孫堅在汜水關時用的兵器。被關羽所斬的徐州刺史車胄也是用這刀	{{48,4,6},{-3,4,90000}}	720	20			{{-3,4,100000},{51,4,2}}	
715	月牙戟+8	1	58	1	5900	0	0.1	0.4	0.5	0	0	110500	yyji.png	戟身似月牙，故得其名，外型好看，戰鬥也實用	{{48,4,6},{-3,4,90000}}	721	20			{{-3,4,100000},{51,4,2}}	
716	玄武鎧甲+8	2	58	2	62650	0	0.1	0.4	0.5	0	0	89200	xwkjia.png	受四大神獸祝福的鎧甲，效果可想而知	{{48,4,6},{-3,4,90000}}	722	20			{{-3,4,100000},{51,4,2}}	
717	朱雀頭盔+8	3	58	3	6600	0	0.1	0.4	0.5	0	0	86500	zqtkui.png	受四大神獸祝福的頭盔，效果可想而知	{{48,4,6},{-3,4,90000}}	723	20			{{-3,4,100000},{51,4,2}}	
718	麒麟項鏈+8	4	58	4	7640	0	0.1	0.4	0.5	0	0	39870	qlxlian.png	受四大神獸祝福的項鏈，效果可想而知	{{48,4,6},{-3,4,90000}}	724	20			{{-3,4,100000},{51,4,2}}	
719	倚天劍+9	1	59	1	5020	0	0.1	0.4	0.5	0	0	125600	ytjian.png	長劍耿耿倚天外；安得倚天劍，跨海斬長鯨				{{50,4,5}}	157	{{-3,4,100000},{51,4,2}}	
720	古錠刀+9	1	59	1	7560	0	0.1	0.4	0.5	0	0	157000	gddao.png	孫堅在汜水關時用的兵器。被關羽所斬的徐州刺史車胄也是用這刀				{{50,4,5}}	157	{{-3,4,100000},{51,4,2}}	
721	月牙戟+9	1	59	1	6510	0	0.1	0.4	0.5	0	0	110500	yyji.png	戟身似月牙，故得其名，外型好看，戰鬥也實用				{{50,4,5}}	157	{{-3,4,100000},{51,4,2}}	
722	玄武鎧甲+9	2	59	2	69100	0	0.1	0.4	0.5	0	0	89200	xwkjia.png	受四大神獸祝福的鎧甲，效果可想而知				{{50,4,5}}	151	{{-3,4,100000},{51,4,2}}	
723	朱雀頭盔+9	3	59	3	7270	0	0.1	0.4	0.5	0	0	86500	zqtkui.png	受四大神獸祝福的頭盔，效果可想而知				{{50,4,5}}	145	{{-3,4,100000},{51,4,2}}	
724	麒麟項鏈+9	4	59	4	8440	0	0.1	0.4	0.5	0	0	39870	qlxlian.png	受四大神獸祝福的項鏈，效果可想而知				{{50,4,5}}	163	{{-3,4,100000},{51,4,2}}	
145	戰神頭盔	3	60	3	7940	0	0	0.6	0.3	0.1	0	95450	zstkui.png	傳說天界戰神曾穿戴過的頭盔，蘊含無上神力能極大程度減受到的少法術傷害.	{{49,4,1},{-3,4,90000}}	146	40			{{-3,4,200000},{51,4,3}}	
151	麒麟铠甲	2	60	2	75550	0	0	0.6	0.3	0.1	0	96450	qlkjia.png	傳說將上古麒麟封印於寶器中而煉成的鎧甲，蘊含生命之力能極大程度提升生產能力.	{{49,4,1},{-3,4,90000}}	152	40			{{-3,4,200000},{51,4,3}}	
157	貪狼魔刀	1	60	1	8320	0	0	0.6	0.3	0.1	0	172400	tlmdao.png	上古遺留的十大神兵利器之一，整個刀身被血光籠罩散發著危險的氣息，能力不詳.	{{49,4,1},{-3,4,90000}}	158	40			{{-3,4,200000},{51,4,3}}	
163	紫薇護符	4	60	4	9240	0	0	0.6	0.3	0.1	0	44650	zwhfu.png	傳說是紫薇仙人為庇護宗門而煉製的法寶，後世為紀念這位祖師故而將法寶取名為紫薇護符.	{{49,4,1},{-3,4,90000}}	164	40			{{-3,4,200000},{51,4,3}}	
146	戰神頭盔+1	3	61	3	8660	0	0	0.5	0.4	0.1	0	104400	zstkui.png	傳說天界戰神曾穿戴過的頭盔，蘊含無上神力能極大程度減受到的少法術傷害.	{{49,4,2},{-3,4,100000}}	147	30			{{-3,4,200000},{51,4,3}}	
152	麒麟鎧甲+1	2	61	2	82450	0	0	0.5	0.4	0.1	0	103700	qlkjia.png	傳說將上古麒麟封印於寶器中而煉成的鎧甲，蘊含生命之力能極大程度提升生產能力.	{{49,4,2},{-3,4,100000}}	153	30			{{-3,4,200000},{51,4,3}}	
158	貪狼魔刀+1	1	61	1	9090	0	0	0.5	0.4	0.1	0	187800	tlmdao.png	上古遺留的十大神兵利器之一，整個刀身被血光籠罩散發著危險的氣息，能力不詳.	{{49,4,2},{-3,4,100000}}	159	30			{{-3,4,200000},{51,4,3}}	
164	紫薇護符+1	4	61	4	10100	0	0	0.5	0.4	0.1	0	49430	zwhfu.png	傳說是紫薇仙人為庇護宗門而煉製的法寶，後世為紀念這位祖師故而將法寶取名為紫薇護符.	{{49,4,2},{-3,4,100000}}	165	30			{{-3,4,200000},{51,4,3}}	
147	戰神頭盔+2	3	62	3	9460	0	0	0.3	0.5	0.2	0	113350	zstkui.png	傳說天界戰神曾穿戴過的頭盔，蘊含無上神力能極大程度減受到的少法術傷害.	{{49,4,3},{-3,4,110000}}	148	25			{{-3,4,200000},{51,4,3}}	
153	麒麟铠甲+2	2	62	2	90040	0	0	0.3	0.5	0.2	0	110950	qlkjia.png	傳說將上古麒麟封印於寶器中而煉成的鎧甲，蘊含生命之力能極大程度提升生產能力.	{{49,4,3},{-3,4,110000}}	154	25			{{-3,4,200000},{51,4,3}}	
159	貪狼魔刀+2	1	62	1	9950	0	0	0.3	0.5	0.2	0	203200	tlmdao.png	上古遺留的十大神兵利器之一，整個刀身被血光籠罩散發著危險的氣息，能力不詳.	{{49,4,3},{-3,4,110000}}	160	25			{{-3,4,200000},{51,4,3}}	
165	紫薇護符+2	4	62	4	11050	0	0	0.3	0.5	0.2	0	54210	zwhfu.png	傳說是紫薇仙人為庇護宗門而煉製的法寶，後世為紀念這位祖師故而將法寶取名為紫薇護符.	{{49,4,3},{-3,4,110000}}	166	25			{{-3,4,200000},{51,4,3}}	
148	戰神頭盔+3	3	63	3	10360	0	0	0.2	0.4	0.4	0	122300	zstkui.png	傳說天界戰神曾穿戴過的頭盔，蘊含無上神力能極大程度減受到的少法術傷害.	{{49,4,4},{-3,4,120000}}	149	20			{{-3,4,200000},{51,4,3}}	
154	麒麟铠甲+3	2	63	2	98540	0	0	0.2	0.4	0.4	0	118200	qlkjia.png	傳說將上古麒麟封印於寶器中而煉成的鎧甲，蘊含生命之力能極大程度提升生產能力.	{{49,4,4},{-3,4,120000}}	155	20			{{-3,4,200000},{51,4,3}}	
160	貪狼魔刀+3	1	63	1	10900	0	0	0.2	0.4	0.4	0	218600	tlmdao.png	上古遺留的十大神兵利器之一，整個刀身被血光籠罩散發著危險的氣息，能力不詳.	{{49,4,4},{-3,4,120000}}	161	20			{{-3,4,200000},{51,4,3}}	
166	紫薇護符+3	4	63	4	12110	0	0	0.2	0.4	0.4	0	58990	zwhfu.png	傳說是紫薇仙人為庇護宗門而煉製的法寶，後世為紀念這位祖師故而將法寶取名為紫薇護符.	{{49,4,4},{-3,4,120000}}	167	20			{{-3,4,200000},{51,4,3}}	
149	戰神頭盔+4	3	64	3	11380	0	0	0.1	0.4	0.5	0	131250	zstkui.png	傳說天界戰神曾穿戴過的頭盔，蘊含無上神力能極大程度減受到的少法術傷害.	{{49,4,5},{-3,4,130000}}	150	20			{{-3,4,200000},{51,4,3}}	
155	麒麟铠甲+4	2	64	2	108150	0	0	0.1	0.4	0.5	0	125450	qlkjia.png	傳說將上古麒麟封印於寶器中而煉成的鎧甲，蘊含生命之力能極大程度提升生產能力.	{{49,4,5},{-3,4,130000}}	156	20			{{-3,4,200000},{51,4,3}}	
161	貪狼魔刀+4	1	64	1	11980	0	0	0.1	0.4	0.5	0	234000	tlmdao.png	上古遺留的十大神兵利器之一，整個刀身被血光籠罩散發著危險的氣息，能力不詳.	{{49,4,5},{-3,4,130000}}	162	20			{{-3,4,200000},{51,4,3}}	
167	紫薇護符+4	4	64	4	13310	0	0	0.1	0.4	0.5	0	63770	zwhfu.png	傳說是紫薇仙人為庇護宗門而煉製的法寶，後世為紀念這位祖師故而將法寶取名為紫薇護符.	{{49,4,5},{-3,4,130000}}	168	20			{{-3,4,200000},{51,4,3}}	
150	戰神頭盔+5	3	65	3	12530	0	0	0.1	0.3	0.6	0	140200	zstkui.png	傳說天界戰神曾穿戴過的頭盔，蘊含無上神力能極大程度減受到的少法術傷害.	{{49,4,6},{-3,4,150000}}	169	20			{{-3,4,200000},{51,4,3}}	
156	麒麟铠甲+5	2	65	2	119000	0	0	0.1	0.3	0.6	0	132700	qlkjia.png	傳說將上古麒麟封印於寶器中而煉成的鎧甲，蘊含生命之力能極大程度提升生產能力.	{{49,4,6},{-3,4,150000}}	173	20			{{-3,4,200000},{51,4,3}}	
162	貪狼魔刀+5	1	65	1	13200	0	0	0.1	0.3	0.6	0	249400	tlmdao.png	上古遺留的十大神兵利器之一，整個刀身被血光籠罩散發著危險的氣息，能力不詳.	{{49,4,6},{-3,4,150000}}	177	20			{{-3,4,200000},{51,4,3}}	
168	紫薇護符+5	4	65	4	14670	0	0	0.1	0.3	0.6	0	68550	zwhfu.png	傳說是紫薇仙人為庇護宗門而煉製的法寶，後世為紀念這位祖師故而將法寶取名為紫薇護符.	{{49,4,6},{-3,4,150000}}	181	20			{{-3,4,200000},{51,4,3}}	
169	戰神頭盔+6	3	66	3	13830	0	0	0.1	0.3	0.6	0	149150	zstkui.png	傳說天界戰神曾穿戴過的頭盔，蘊含無上神力能極大程度減受到的少法術傷害.	{{49,4,7},{-3,4,170000}}	170	20			{{-3,4,200000},{51,4,3}}	
173	麒麟鎧甲+6	2	66	2	131260	0	0	0.1	0.3	0.6	0	139950	qlkjia.png	傳說將上古麒麟封印於寶器中而煉成的鎧甲，蘊含生命之力能極大程度提升生產能力.	{{49,4,7},{-3,4,170000}}	174	20			{{-3,4,200000},{51,4,3}}	
177	貪狼魔刀+6	1	66	1	14590	0	0	0.1	0.3	0.6	0	264800	tlmdao.png	上古遺留的十大神兵利器之一，整個刀身被血光籠罩散發著危險的氣息，能力不詳.	{{49,4,7},{-3,4,170000}}	178	20			{{-3,4,200000},{51,4,3}}	
181	紫薇護符+6	4	66	4	16210	0	0	0.1	0.3	0.6	0	73330	zwhfu.png	傳說是紫薇仙人為庇護宗門而煉製的法寶，後世為紀念這位祖師故而將法寶取名為紫薇護符.	{{49,4,7},{-3,4,170000}}	182	20			{{-3,4,200000},{51,4,3}}	
170	戰神頭盔+7	3	67	3	15300	0	0	0.1	0.3	0.6	0	158100	zstkui.png	傳說天界戰神曾穿戴過的頭盔，蘊含無上神力能極大程度減受到的少法術傷害.	{{49,4,8},{-3,4,190000}}	171	15			{{-3,4,200000},{51,4,3}}	
174	麒麟鎧甲+7	2	67	2	145110	0	0	0.1	0.3	0.6	0	147200	qlkjia.png	傳說將上古麒麟封印於寶器中而煉成的鎧甲，蘊含生命之力能極大程度提升生產能力.	{{49,4,8},{-3,4,190000}}	175	15			{{-3,4,200000},{51,4,3}}	
178	貪狼魔刀+7	1	67	1	16160	0	0	0.1	0.3	0.6	0	280200	tlmdao.png	上古遺留的十大神兵利器之一，整個刀身被血光籠罩散發著危險的氣息，能力不詳.	{{49,4,8},{-3,4,190000}}	179	15			{{-3,4,200000},{51,4,3}}	
182	紫薇護符+7	4	67	4	17950	0	0	0.1	0.3	0.6	0	78110	zwhfu.png	傳說是紫薇仙人為庇護宗門而煉製的法寶，後世為紀念這位祖師故而將法寶取名為紫薇護符.	{{49,4,8},{-3,4,190000}}	183	15			{{-3,4,200000},{51,4,3}}	
171	戰神頭盔+8	3	68	3	16960	0	0	0.1	0.3	0.6	0	167050	zstkui.png	傳說天界戰神曾穿戴過的頭盔，蘊含無上神力能極大程度減受到的少法術傷害.	{{49,4,9},{-3,4,210000}}	172	10			{{-3,4,200000},{51,4,3}}	
175	麒麟鎧甲+8	2	68	2	160760	0	0	0.1	0.3	0.6	0	154450	qlkjia.png	傳說將上古麒麟封印於寶器中而煉成的鎧甲，蘊含生命之力能極大程度提升生產能力.	{{49,4,9},{-3,4,210000}}	176	10			{{-3,4,200000},{51,4,3}}	
179	貪狼魔刀+8	1	68	1	17930	0	0	0.1	0.3	0.6	0	295600	tlmdao.png	上古遺留的十大神兵利器之一，整個刀身被血光籠罩散發著危險的氣息，能力不詳.	{{49,4,9},{-3,4,210000}}	180	10			{{-3,4,200000},{51,4,3}}	
183	紫薇護符+8	4	68	4	19920	0	0	0.1	0.3	0.6	0	82890	zwhfu.png	傳說是紫薇仙人為庇護宗門而煉製的法寶，後世為紀念這位祖師故而將法寶取名為紫薇護符.	{{49,4,9},{-3,4,210000}}	184	10			{{-3,4,200000},{51,4,3}}	
172	戰神頭盔+9	3	69	3	18840	0	0	0.1	0.3	0.6	0	176000	zstkui.png	傳說天界戰神曾穿戴過的頭盔，蘊含無上神力能極大程度減受到的少法術傷害.						{{-3,4,200000},{51,4,3}}	
176	麒麟鎧甲+9	2	69	2	178450	0	0	0.1	0.3	0.6	0	161700	qlkjia.png	傳說將上古麒麟封印於寶器中而煉成的鎧甲，蘊含生命之力能極大程度提升生產能力.						{{-3,4,200000},{51,4,3}}	
180	貪狼魔刀+9	1	69	1	19940	0	0	0.1	0.3	0.6	0	311000	tlmdao.png	上古遺留的十大神兵利器之一，整個刀身被血光籠罩散發著危險的氣息，能力不詳.						{{-3,4,200000},{51,4,3}}	
184	紫薇護符+9	4	69	4	22150	0	0	0.1	0.3	0.6	0	87670	zwhfu.png	傳說是紫薇仙人為庇護宗門而煉製的法寶，後世為紀念這位祖師故而將法寶取名為紫薇護符.						{{-3,4,200000},{51,4,3}}	
1101	王者戰盔	3	50	3	4760	0	0	0.6	0.3	0.1	0	95450	wzzjsp03.png	只有王者才能使用的無上神盔，它是權利和身份的象徵	{{48,4,1},{-3,4,10000}}	1105	70			{{-3,4,150000},{51,4,3}}	
1102	王者鎧甲	2	50	2	45330	0	0	0.6	0.3	0.1	0	96450	wzzjsp02.png	只有王者才能使用的無上神愷，它是權利和身份的象徵	{{48,4,1},{-3,4,10000}}	1106	70			{{-3,4,150000},{51,4,3}}	
1103	王者之劍	1	50	1	4990	0	0	0.6	0.3	0.1	0	172400	wzzjsp01.png	只有王者才能使用的無上神兵，它是權利和身份的象徵	{{48,4,1},{-3,4,10000}}	1107	70			{{-3,4,150000},{51,4,3}}	
1104	王者護符	4	50	4	5540	0	0	0.6	0.3	0.1	0	44650	wzzjsp04.png	只有王者才能使用的無上神物，它是權利和身份的象徵	{{48,4,1},{-3,4,10000}}	1108	70			{{-3,4,150000},{51,4,3}}	
1105	王者戰盔+1	3	51	3	5200	0	0	0.5	0.4	0.1	0	104400	wzzjsp03.png	只有王者才能使用的無上神盔，它是權利和身份的象徵	{{48,4,2},{-3,4,20000}}	1109	50			{{-3,4,150000},{51,4,3}}	
1106	王者鎧甲+1	2	51	2	49470	0	0	0.5	0.4	0.1	0	103700	wzzjsp02.png	只有王者才能使用的無上神愷，它是權利和身份的象徵	{{48,4,2},{-3,4,20000}}	1110	50			{{-3,4,150000},{51,4,3}}	
1107	王者之劍+1	1	51	1	5450	0	0	0.5	0.4	0.1	0	187800	wzzjsp01.png	只有王者才能使用的無上神兵，它是權利和身份的象徵	{{48,4,2},{-3,4,20000}}	1111	50			{{-3,4,150000},{51,4,3}}	
1108	王者護符+1	4	51	4	6060	0	0	0.5	0.4	0.1	0	49430	wzzjsp04.png	只有王者才能使用的無上神物，它是權利和身份的象徵	{{48,4,2},{-3,4,20000}}	1112	50			{{-3,4,150000},{51,4,3}}	
1109	王者戰盔+2	3	52	3	5676	0	0	0.3	0.5	0.2	0	113350	wzzjsp03.png	只有王者才能使用的無上神盔，它是權利和身份的象徵	{{48,4,3},{-3,4,30000}}	1113	30			{{-3,4,150000},{51,4,3}}	
1110	王者鎧甲+2	2	52	2	54230	0	0	0.3	0.5	0.2	0	110950	wzzjsp02.png	只有王者才能使用的無上神愷，它是權利和身份的象徵	{{48,4,3},{-3,4,30000}}	1114	30			{{-3,4,150000},{51,4,3}}	
1111	王者之劍+2	1	52	1	5970	0	0	0.3	0.5	0.2	0	203200	wzzjsp01.png	只有王者才能使用的無上神兵，它是權利和身份的象徵	{{48,4,3},{-3,4,30000}}	1115	30			{{-3,4,150000},{51,4,3}}	
1112	王者護符+2	4	52	4	6630	0	0	0.3	0.5	0.2	0	54210	wzzjsp04.png	只有王者才能使用的無上神物，它是權利和身份的象徵	{{48,4,3},{-3,4,30000}}	1116	30			{{-3,4,150000},{51,4,3}}	
1113	王者戰盔+3	3	53	3	6220	0	0	0.2	0.4	0.4	0	122300	wzzjsp03.png	只有王者才能使用的無上神盔，它是權利和身份的象徵	{{48,4,4},{-3,4,40000}}	1117	20			{{-3,4,150000},{51,4,3}}	
1114	王者鎧甲+3	2	53	2	59120	0	0	0.2	0.4	0.4	0	118200	wzzjsp02.png	只有王者才能使用的無上神愷，它是權利和身份的象徵	{{48,4,4},{-3,4,40000}}	1118	20			{{-3,4,150000},{51,4,3}}	
1115	王者之劍+3	1	53	1	6540	0	0	0.2	0.4	0.4	0	218600	wzzjsp01.png	只有王者才能使用的無上神兵，它是權利和身份的象徵	{{48,4,4},{-3,4,40000}}	1119	20			{{-3,4,150000},{51,4,3}}	
1116	王者護符+3	4	53	4	7270	0	0	0.2	0.4	0.4	0	58990	wzzjsp04.png	只有王者才能使用的無上神物，它是權利和身份的象徵	{{48,4,4},{-3,4,40000}}	1120	20			{{-3,4,150000},{51,4,3}}	
1117	王者戰盔+4	3	54	3	7060	0	0	0.1	0.4	0.5	0	131250	wzzjsp03.png	只有王者才能使用的無上神盔，它是權利和身份的象徵	{{48,4,5},{-3,4,50000}}	1121	30			{{-3,4,150000},{51,4,3}}	
1118	王者鎧甲+4	2	54	2	67050	0	0	0.1	0.4	0.5	0	125450	wzzjsp02.png	只有王者才能使用的無上神愷，它是權利和身份的象徵	{{48,4,5},{-3,4,50000}}	1122	30			{{-3,4,150000},{51,4,3}}	
1119	王者之劍+4	1	54	1	7430	0	0	0.1	0.4	0.5	0	234000	wzzjsp01.png	只有王者才能使用的無上神兵，它是權利和身份的象徵	{{48,4,5},{-3,4,50000}}	1123	30			{{-3,4,150000},{51,4,3}}	
1120	王者護符+4	4	54	4	8250	0	0	0.1	0.4	0.5	0	63770	wzzjsp04.png	只有王者才能使用的無上神物，它是權利和身份的象徵	{{48,4,5},{-3,4,50000}}	1124	30			{{-3,4,150000},{51,4,3}}	
1121	王者戰盔+5	3	55	3	7770	0	0	0.1	0.3	0.6	0	140200	wzzjsp03.png	只有王者才能使用的無上神盔，它是權利和身份的象徵	{{48,4,6},{-3,4,60000}}	1125	30			{{-3,4,150000},{51,4,3}}	
1122	王者鎧甲+5	2	55	2	73780	0	0	0.1	0.3	0.6	0	132700	wzzjsp02.png	只有王者才能使用的無上神愷，它是權利和身份的象徵	{{48,4,6},{-3,4,60000}}	1126	30			{{-3,4,150000},{51,4,3}}	
1123	王者之劍+5	1	55	1	8190	0	0	0.1	0.3	0.6	0	249400	wzzjsp01.png	只有王者才能使用的無上神兵，它是權利和身份的象徵	{{48,4,6},{-3,4,60000}}	1127	30			{{-3,4,150000},{51,4,3}}	
